Gm,GameID,Date,Team,Location,Opp,G,GA,Result,OT/SO,SOG,PIM,SOGA,PIMA,CF at EV,CA at EV,CF% at EV,FF at EV,FA at EV,FF% at EV,FOW at EV,FOL at EV
21,202311290NYR,11/29/2023,DET,@,NYR,2,3,L,,27,8,41,14,41,65,38.7,27,45,37.5,11,24
22,202311300DET,11/30/2023,DET,vs,CHI,5,1,W,,29,18,35,10,39,54,41.9,32,41,43.8,21,15
23,202312020MTL,12/02/2023,DET,@,MTL,5,4,W,OT,33,10,30,8,46,57,44.7,34,37,47.9,17,28
24,202312050BUF,12/05/2023,DET,@,BUF,5,3,W,,27,10,32,8,30,46,39.5,22,32,40.7,26,21
25,202312070DET,12/07/2023,DET,vs,SJS,5,6,L,OT,31,6,36,6,58,50,53.7,47,36,56.6,33,19
26,202312090DET,12/09/2023,DET,vs,OTT,1,5,L,,31,28,37,17,39,55,41.5,27,39,40.9,21,32
27,202312110DAL,12/11/2023,DET,@,DAL,3,6,L,,30,10,35,8,37,61,37.8,28,41,40.6,21,27
28,202312120STL,12/12/2023,DET,@,STL,6,4,W,,32,6,37,10,30,50,37.5,23,37,38.3,27,22
29,202312140DET,12/14/2023,DET,vs,CAR,1,2,L,,26,8,39,6,40,63,38.8,27,48,36,12,32
30,202312160PHI,12/16/2023,DET,@,PHI,0,1,L,,32,6,34,6,56,44,56,36,36,50,22,22
31,202312180DET,12/18/2023,DET,vs,ANA,3,4,L,,32,10,22,18,50,40,55.6,34,32,51.5,26,18
32,202312200WPG,12/20/2023,DET,@,WPG,2,5,L,,28,0,41,4,58,66,46.8,39,55,41.5,24,34
33,202312220DET,12/22/2023,DET,vs,PHI,7,6,W,SO,37,15,43,47,56,62,47.5,40,53,43,31,30
34,202312230NJD,12/23/2023,DET,@,NJD,2,3,L,,24,10,36,8,36,45,44.4,27,36,42.9,19,19
35,202312270MIN,12/27/2023,DET,@,MIN,3,6,L,,28,4,31,4,52,44,54.2,37,38,49.3,24,21
36,202312290DET,12/29/2023,DET,vs,NSH,5,4,W,OT,23,11,37,11,50,68,42.4,36,52,40.9,27,25
37,202312310DET,12/31/2023,DET,vs,BOS,3,5,L,,30,8,24,16,47,39,54.7,29,26,52.7,26,10
38,202401020SJS,01/02/2024,DET,@,SJS,5,3,W,,31,6,27,10,47,56,45.6,33,31,51.6,26,24
39,202401040LAK,01/04/2024,DET,@,LAK,4,3,W,SO,27,4,43,4,47,71,39.8,38,50,43.2,22,28
40,202401070ANA,01/07/2024,DET,@,ANA,3,2,W,,28,8,31,10,32,41,43.8,22,30,42.3,16,18
41,202401110DET,01/11/2024,DET,vs,EDM,2,3,L,OT,18,6,47,8,48,70,40.7,27,53,33.8,20,26
42,202401130DET,01/13/2024,DET,vs,LAK,5,3,W,,30,6,36,6,43,58,42.6,31,42,42.5,34,17
43,202401140TOR,01/14/2024,DET,@,TOR,4,2,W,,24,6,30,4,42,55,43.3,28,38,42.4,17,28
44,202401170FLA,01/17/2024,DET,@,FLA,3,2,W,OT,29,10,34,12,41,65,38.7,31,43,41.9,21,27
45,202401190CAR,01/19/2024,DET,@,CAR,2,4,L,,12,2,30,2,30,60,33.3,21,43,32.8,26,33
46,202401210DET,01/21/2024,DET,vs,TBL,2,1,W,,35,6,28,4,44,38,53.7,30,30,50,21,29
47,202401230DET,01/23/2024,DET,vs,DAL,4,5,L,,34,4,38,8,62,58,51.7,36,42,46.2,20,29
48,202401250DET,01/25/2024,DET,vs,PHI,3,0,W,,17,17,30,19,30,54,35.7,17,35,32.7,27,16
49,202401270DET,01/27/2024,DET,vs,VEG,5,2,W,,29,4,30,4,44,42,51.2,34,33,50.7,20,23
50,202401310DET,01/31/2024,DET,vs,OTT,2,3,L,OT,25,6,25,2,56,54,50.9,41,41,50,24,22
51,202402100DET,02/10/2024,DET,vs,VAN,4,3,W,OT,28,19,31,34,37,42,46.8,25,25,50,17,22
52,202402130EDM,02/13/2024,DET,@,EDM,4,8,L,,38,0,36,6,57,58,49.6,44,45,49.4,20,37
53,202402150VAN,02/15/2024,DET,@,VAN,1,4,L,,28,6,21,12,43,43,50,35,30,53.8,19,25
54,202402170CGY,02/17/2024,DET,@,CGY,5,0,W,,21,16,38,16,44,65,40.4,24,43,35.8,37,22
55,202402190SEA,02/19/2024,DET,@,SEA,4,3,W,OT,32,4,41,2,59,64,48,43,49,46.7,29,21
56,202402220DET,02/22/2024,DET,vs,COL,2,1,W,OT,30,6,31,8,45,58,43.7,36,43,45.6,19,21
57,202402240DET,02/24/2024,DET,vs,STL,6,1,W,,34,4,23,6,55,33,62.5,44,29,60.3,24,20
58,202402250CHI,02/25/2024,DET,@,CHI,3,2,W,OT,31,2,36,0,67,57,54,43,45,48.9,31,24
59,202402270DET,02/27/2024,DET,vs,WSH,8,3,W,,31,4,21,6,45,55,45,34,36,48.6,23,13
60,202402290DET,02/29/2024,DET,vs,NYI,3,5,L,,25,6,27,4,56,41,57.7,37,31,54.4,20,26
61,202403020DET,03/02/2024,DET,vs,FLA,0,4,L,,21,40,37,30,35,56,38.5,25,37,40.3,18,20
62,202403060COL,03/06/2024,DET,@,COL,2,7,L,,29,18,54,10,40,72,35.7,29,52,35.8,26,27
63,202403080ARI,03/08/2024,DET,@,ARI,0,4,L,,28,4,24,2,55,45,55,42,34,55.3,22,22
64,202403090VEG,03/09/2024,DET,@,VEG,3,5,L,,26,6,36,8,43,65,39.8,28,42,40,25,18
65,202403120BUF,03/12/2024,DET,@,BUF,3,7,L,,24,8,39,8,42,50,45.7,34,38,47.2,23,19
66,202403140DET,03/14/2024,DET,vs,ARI,1,4,L,,29,6,27,10,45,54,45.5,29,37,43.9,30,18
67,202403160DET,03/16/2024,DET,vs,BUF,4,1,W,,26,4,26,4,44,49,47.3,35,36,49.3,27,22
68,202403170PIT,03/17/2024,DET,@,PIT,3,6,L,,28,8,38,4,54,60,47.4,36,48,42.9,23,24
69,202403190DET,03/19/2024,DET,vs,CBJ,4,3,W,OT,26,4,35,16,41,57,41.8,26,43,37.7,26,19
70,202403210DET,03/21/2024,DET,vs,NYI,6,3,W,,24,8,36,4,35,50,41.2,28,37,43.1,22,31
71,202403230NSH,03/23/2024,DET,@,NSH,0,1,L,,22,9,32,13,45,55,45,30,43,41.1,25,22
72,202403260WSH,03/26/2024,DET,@,WSH,3,4,L,OT,33,4,30,4,57,53,51.8,40,41,49.4,37,23
73,202403280CAR,03/28/2024,DET,@,CAR,0,4,L,,24,4,33,4,45,56,44.6,31,47,39.7,20,23
74,202403300FLA,03/30/2024,DET,@,FLA,2,3,L,SO,22,6,38,16,31,76,29,27,54,33.3,26,20
75,202404010TBL,04/01/2024,DET,@,TBL,4,2,W,,32,6,36,6,45,55,45,32,38,45.7,25,26
76,202404050DET,04/05/2024,DET,vs,NYR,3,4,L,,34,8,38,8,46,52,46.9,32,40,44.4,29,23
77,202404070DET,04/07/2024,DET,vs,BUF,3,1,W,,24,18,38,18,42,75,35.9,33,50,39.8,27,29
78,202404090DET,04/09/2024,DET,vs,WSH,1,2,L,,43,2,23,4,75,50,60,49,33,59.8,23,20
79,202404110PIT,04/11/2024,DET,@,PIT,5,6,L,OT,30,6,27,8,51,44,53.7,37,29,56.1,35,25
80,202404130TOR,04/13/2024,DET,@,TOR,5,4,W,OT,32,8,36,6,37,50,42.5,30,33,47.6,30,21
81,202404150DET,04/15/2024,DET,vs,MTL,5,4,W,OT,35,0,21,2,83,39,68,48,28,63.2,23,26
82,202404160MTL,04/16/2024,DET,@,MTL,5,4,W,SO,40,6,33,0,69,48,59,53,39,57.6,23,23
1,202310110VAN,10/11/2023,EDM,@,VAN,1,8,L,,27,17,32,13,40,33,54.8,30,27,52.6,25,20
2,202310140EDM,10/14/2023,EDM,vs,VAN,3,4,L,,40,6,16,14,63,24,72.4,42,17,71.2,23,23
3,202310170NSH,10/17/2023,EDM,@,NSH,6,1,W,,30,11,44,11,41,53,43.6,33,44,42.9,26,27
4,202310190PHI,10/19/2023,EDM,@,PHI,1,4,L,,23,8,32,4,45,35,56.3,27,33,45,23,24
5,202310210EDM,10/21/2023,EDM,vs,WPG,2,3,L,OT,40,17,27,15,54,35,60.7,46,25,64.8,25,25
6,202310240MIN,10/24/2023,EDM,@,MIN,4,7,L,,28,13,32,17,48,40,54.5,34,32,51.5,31,16
7,202310260EDM,10/26/2023,EDM,vs,NYR,0,3,L,,29,6,32,4,61,49,55.5,43,39,52.4,20,25
8,202310290EDM,10/29/2023,EDM,vs,CGY,5,2,W,,33,12,26,4,52,42,55.3,40,32,55.6,28,19
9,202311020EDM,11/02/2023,EDM,vs,DAL,3,4,L,,49,4,27,8,78,38,67.2,55,26,67.9,37,26
10,202311040EDM,11/04/2023,EDM,vs,NSH,2,5,L,,35,10,34,8,55,45,55,41,39,51.3,16,39
11,202311060VAN,11/06/2023,EDM,@,VAN,2,6,L,,43,24,36,8,65,44,59.6,46,34,57.5,34,23
12,202311090SJS,11/09/2023,EDM,@,SJS,2,3,L,,41,4,18,8,70,39,64.2,45,28,61.6,20,25
13,202311110SEA,11/11/2023,EDM,@,SEA,4,1,W,,26,13,18,13,41,33,55.4,32,21,60.4,24,29
14,202311130EDM,11/13/2023,EDM,vs,NYI,4,1,W,,32,6,33,6,58,51,53.2,37,41,47.4,37,31
15,202311150EDM,11/15/2023,EDM,vs,SEA,4,3,W,OT,31,12,35,8,50,59,45.9,38,44,46.3,31,28
16,202311180TBL,11/18/2023,EDM,@,TBL,4,6,L,,42,15,24,17,61,39,61,46,28,62.2,20,29
17,202311200FLA,11/20/2023,EDM,@,FLA,3,5,L,,29,29,33,17,54,51,51.4,39,39,50,20,32
18,202311220CAR,11/22/2023,EDM,@,CAR,3,6,L,,23,10,27,8,50,48,51,33,32,50.8,24,18
19,202311240WSH,11/24/2023,EDM,@,WSH,5,0,W,,35,10,25,8,54,29,65.1,41,26,61.2,22,19
20,202311260EDM,11/26/2023,EDM,vs,ANA,8,2,W,,26,6,23,12,32,43,42.7,22,31,41.5,21,21
21,202311280EDM,11/28/2023,EDM,vs,VEG,5,4,W,SO,34,12,27,8,54,41,56.8,36,26,58.1,28,26
22,202311300WPG,11/30/2023,EDM,@,WPG,3,1,W,,39,6,26,4,72,33,68.6,54,26,67.5,41,13
23,202312060EDM,12/06/2023,EDM,vs,CAR,6,1,W,,34,4,39,2,47,60,43.9,41,44,48.2,33,26
24,202312080EDM,12/08/2023,EDM,vs,MIN,4,3,W,,40,6,20,10,55,51,51.9,41,37,52.6,23,21
25,202312100EDM,12/10/2023,EDM,vs,NJD,4,1,W,,30,8,26,6,45,48,48.4,38,31,55.1,27,20
26,202312120EDM,12/12/2023,EDM,vs,CHI,4,1,W,,29,6,23,4,58,40,59.2,39,30,56.5,23,22
27,202312140EDM,12/14/2023,EDM,vs,TBL,4,7,L,,57,4,24,8,67,39,63.2,50,24,67.6,26,25
28,202312160EDM,12/16/2023,EDM,vs,FLA,1,5,L,,39,8,39,6,55,54,50.5,41,42,49.4,33,17
29,202312190NYI,12/19/2023,EDM,@,NYI,1,3,L,,31,8,21,8,63,27,70,45,20,69.2,16,11
30,202312210NJD,12/21/2023,EDM,@,NJD,6,3,W,,38,0,26,4,65,50,56.5,44,36,55,24,28
31,202312220NYR,12/22/2023,EDM,@,NYR,4,3,W,,28,6,34,4,45,59,43.3,32,36,47.1,29,18
32,202312280SJS,12/28/2023,EDM,@,SJS,5,0,W,,30,6,25,2,57,46,55.3,41,36,53.2,18,26
33,202312300LAK,12/30/2023,EDM,@,LAK,3,2,W,SO,26,8,28,8,44,48,47.8,35,34,50.7,22,20
34,202312310ANA,12/31/2023,EDM,@,ANA,7,2,W,,39,41,30,31,55,41,57.3,42,33,56,17,17
35,202401020EDM,01/02/2024,EDM,vs,PHI,5,2,W,,36,10,37,8,48,34,58.5,39,29,57.4,16,16
36,202401060EDM,01/06/2024,EDM,vs,OTT,3,1,W,,46,6,30,6,56,54,50.9,41,40,50.6,23,15
37,202401090CHI,01/09/2024,EDM,@,CHI,2,1,W,,15,6,26,2,38,43,46.9,25,31,44.6,29,18
38,202401110DET,01/11/2024,EDM,@,DET,3,2,W,OT,47,8,18,6,71,48,59.7,53,27,66.3,26,20
39,202401130MTL,01/13/2024,EDM,@,MTL,2,1,W,OT,41,8,24,10,65,33,66.3,45,25,64.3,25,28
40,202401160EDM,01/16/2024,EDM,vs,TOR,4,2,W,,32,2,27,2,71,46,60.7,50,37,57.5,22,23
41,202401180EDM,01/18/2024,EDM,vs,SEA,4,2,W,,36,24,27,23,39,41,48.8,30,27,52.6,24,12
42,202401200CGY,01/20/2024,EDM,@,CGY,3,1,W,,32,6,27,4,50,43,53.8,41,30,57.7,23,25
43,202401230EDM,01/23/2024,EDM,vs,CBJ,4,1,W,,24,10,27,6,42,45,48.3,28,34,45.2,24,14
44,202401250EDM,01/25/2024,EDM,vs,CHI,3,0,W,,34,2,27,4,61,44,58.1,45,35,56.3,30,19
45,202401270EDM,01/27/2024,EDM,vs,NSH,4,1,W,,21,6,29,6,44,55,44.4,30,42,41.7,20,21
46,202402060VEG,02/06/2024,EDM,@,VEG,1,3,L,,31,4,26,2,74,45,62.2,47,29,61.8,26,22
47,202402090ANA,02/09/2024,EDM,@,ANA,5,3,W,,32,4,27,4,54,35,60.7,42,25,62.7,22,20
48,202402100LAK,02/10/2024,EDM,@,LAK,0,4,L,,26,8,26,12,52,31,62.7,33,26,55.9,26,20
49,202402130EDM,02/13/2024,EDM,vs,DET,8,4,W,,36,6,38,0,58,56,50.9,45,44,50.6,37,20
50,202402150STL,02/15/2024,EDM,@,STL,3,6,L,,38,21,30,11,54,39,58.1,39,29,57.4,20,26
51,202402170DAL,02/17/2024,EDM,@,DAL,4,3,W,OT,24,6,27,8,44,41,51.8,30,25,54.5,25,28
52,202402190ARI,02/19/2024,EDM,@,ARI,6,3,W,,26,6,25,6,46,54,46,35,39,47.3,24,20
53,202402210EDM,02/21/2024,EDM,vs,BOS,5,6,L,OT,42,9,36,11,78,54,59.1,57,46,55.3,29,30
54,202402230EDM,02/23/2024,EDM,vs,MIN,2,4,L,,43,8,20,4,74,51,59.2,57,33,63.3,31,14
55,202402240EDM,02/24/2024,EDM,vs,CGY,3,6,L,,35,46,31,34,67,43,60.9,41,34,54.7,26,29
56,202402260EDM,02/26/2024,EDM,vs,LAK,4,2,W,,31,4,40,6,53,55,49.1,38,46,45.2,27,24
57,202402280EDM,02/28/2024,EDM,vs,STL,3,2,W,OT,36,6,34,4,71,49,59.2,46,41,52.9,29,23
58,202403020SEA,03/02/2024,EDM,@,SEA,2,1,W,,24,6,25,4,46,49,48.4,34,30,53.1,21,19
59,202403030EDM,03/03/2024,EDM,vs,PIT,6,1,W,,37,4,23,6,58,42,58,41,34,54.7,27,17
60,202403050BOS,03/05/2024,EDM,@,BOS,2,1,W,OT,26,4,25,4,61,36,62.9,33,29,53.2,23,14
61,202403070CBJ,03/07/2024,EDM,@,CBJ,2,4,L,,31,9,34,13,48,57,45.7,38,43,46.9,26,22
62,202403090BUF,03/09/2024,EDM,@,BUF,2,3,L,SO,32,2,27,6,46,49,48.4,39,38,50.6,34,8
63,202403100PIT,03/10/2024,EDM,@,PIT,4,0,W,,42,17,41,25,56,60,48.3,43,45,48.9,17,25
64,202403130EDM,03/13/2024,EDM,vs,WSH,7,2,W,,37,8,25,8,45,38,54.2,33,29,53.2,24,18
65,202403160EDM,03/16/2024,EDM,vs,COL,2,3,L,OT,34,7,43,7,60,81,42.6,42,58,42,33,21
66,202403190EDM,03/19/2024,EDM,vs,MTL,3,2,W,OT,32,11,25,15,37,52,41.6,20,34,37,16,23
67,202403210EDM,03/21/2024,EDM,vs,BUF,8,3,W,,39,6,29,4,67,41,62,47,27,63.5,28,18
68,202403230TOR,03/23/2024,EDM,@,TOR,3,6,L,,39,23,29,17,69,38,64.5,43,31,58.1,24,18
69,202403240OTT,03/24/2024,EDM,@,OTT,3,5,L,,36,8,16,6,52,29,64.2,42,20,67.7,22,21
70,202403260WPG,03/26/2024,EDM,@,WPG,4,3,W,OT,42,20,25,18,55,37,59.8,43,29,59.7,22,25
71,202403280EDM,03/28/2024,EDM,vs,LAK,4,1,W,,20,6,32,6,42,53,44.2,25,39,39.1,19,29
72,202403300EDM,03/30/2024,EDM,vs,ANA,6,1,W,,37,4,22,6,67,40,62.6,54,29,65.1,32,20
73,202404010STL,04/01/2024,EDM,@,STL,2,3,L,OT,38,15,29,11,56,33,62.9,42,28,60,22,24
74,202404030DAL,04/03/2024,EDM,@,DAL,0,5,L,,35,16,32,8,58,52,52.7,36,45,44.4,18,25
75,202404050EDM,04/05/2024,EDM,vs,COL,6,2,W,,47,6,24,10,50,41,54.9,42,31,57.5,29,16
76,202404060CGY,04/06/2024,EDM,@,CGY,4,2,W,,27,14,35,14,37,58,38.9,27,43,38.6,27,17
77,202404100EDM,04/10/2024,EDM,vs,VEG,5,1,W,,25,0,18,6,53,53,50,38,35,52.1,23,22
78,202404120EDM,04/12/2024,EDM,vs,ARI,2,3,L,OT,41,4,28,2,74,44,62.7,56,35,61.5,33,16
79,202404130EDM,04/13/2024,EDM,vs,VAN,1,3,L,,33,4,27,4,58,40,59.2,39,34,53.4,22,27
80,202404150EDM,04/15/2024,EDM,vs,SJS,9,2,W,,38,2,21,0,76,38,66.7,57,30,65.5,28,21
81,202404170ARI,04/17/2024,EDM,@,ARI,2,5,L,,30,4,24,4,57,34,62.6,43,28,60.6,28,20
82,202404180COL,04/18/2024,EDM,@,COL,1,5,L,,26,8,27,4,47,48,49.5,35,32,52.2,31,16
1,202310120MIN,10/12/2023,FLA,@,MIN,0,2,L,,41,12,21,10,65,29,69.1,41,19,68.3,26,21
2,202310140WPG,10/14/2023,FLA,@,WPG,4,6,L,,33,19,35,21,35,44,44.3,27,36,42.9,21,29
3,202310160NJD,10/16/2023,FLA,@,NJD,4,3,W,,30,12,34,10,41,49,45.6,32,31,50.8,24,25
4,202310190FLA,10/19/2023,FLA,vs,TOR,3,1,W,,24,10,30,8,40,47,46,25,26,49,28,22
5,202310210FLA,10/21/2023,FLA,vs,VAN,3,5,L,,36,6,31,4,61,37,62.2,46,28,62.2,22,23
6,202310240FLA,10/24/2023,FLA,vs,SJS,3,1,W,,36,6,28,8,57,40,58.8,36,32,52.9,16,24
7,202310280FLA,10/28/2023,FLA,vs,SEA,3,2,W,,37,2,33,2,64,56,53.3,50,47,51.5,30,34
8,202310300BOS,10/30/2023,FLA,@,BOS,2,3,L,OT,37,2,26,19,58,49,54.2,39,31,55.7,27,18
9,202311020DET,11/02/2023,FLA,@,DET,2,0,W,,27,10,22,10,42,34,55.3,30,26,53.6,27,16
10,202311040CHI,11/04/2023,FLA,@,CHI,2,5,L,,40,8,25,8,73,39,65.2,48,33,59.3,25,21
11,202311060FLA,11/06/2023,FLA,vs,CBJ,5,4,W,OT,46,6,23,4,91,54,62.8,60,31,65.9,24,23
12,202311080WSH,11/08/2023,FLA,@,WSH,4,3,W,OT,25,4,28,2,42,45,48.3,31,32,49.2,30,17
13,202311100FLA,11/10/2023,FLA,vs,CAR,5,2,W,,35,6,30,4,54,62,46.6,39,43,47.6,24,35
14,202311120FLA,11/12/2023,FLA,vs,CHI,4,3,W,,31,6,26,8,58,38,60.4,37,29,56.1,28,19
15,202311140SJS,11/14/2023,FLA,@,SJS,5,3,W,,31,6,22,6,58,39,59.8,33,34,49.3,23,25
16,202311160LAK,11/16/2023,FLA,@,LAK,1,2,L,,31,6,27,12,43,42,50.6,25,27,48.1,22,23
17,202311170ANA,11/17/2023,FLA,@,ANA,2,1,W,,35,6,35,8,57,52,52.3,35,42,45.5,29,21
18,202311200FLA,11/20/2023,FLA,vs,EDM,5,3,W,,33,17,29,29,51,52,49.5,39,39,50,32,20
19,202311220FLA,11/22/2023,FLA,vs,BOS,1,3,L,,28,13,25,13,66,43,60.6,44,30,59.5,16,25
20,202311240FLA,11/24/2023,FLA,vs,WPG,0,3,L,,33,25,31,15,59,47,55.7,38,40,48.7,29,19
21,202311270OTT,11/27/2023,FLA,@,OTT,5,0,W,,37,83,20,94,50,31,61.7,34,21,61.8,19,25
22,202311280TOR,11/28/2023,FLA,@,TOR,1,2,L,SO,39,17,32,11,70,38,64.8,46,31,59.7,18,23
23,202311300MTL,11/30/2023,FLA,@,MTL,5,1,W,,29,17,22,13,46,38,54.8,29,27,51.8,15,27
24,202312020FLA,12/02/2023,FLA,vs,NYI,3,4,L,,45,4,27,4,85,47,64.4,60,31,65.9,35,22
25,202312060FLA,12/06/2023,FLA,vs,DAL,5,4,W,,31,10,33,4,56,49,53.3,40,40,50,22,29
26,202312080FLA,12/08/2023,FLA,vs,PIT,3,1,W,,33,6,26,4,67,42,61.5,49,31,61.3,15,14
27,202312100CBJ,12/10/2023,FLA,@,CBJ,5,2,W,,35,16,19,39,58,41,58.6,38,28,57.6,19,22
28,202312120SEA,12/12/2023,FLA,@,SEA,0,4,L,,24,2,23,6,57,40,58.8,42,30,58.3,26,34
29,202312140VAN,12/14/2023,FLA,@,VAN,0,4,L,,36,6,18,6,60,36,62.5,45,27,62.5,20,18
30,202312160EDM,12/16/2023,FLA,@,EDM,5,1,W,,39,6,39,8,54,52,50.9,42,41,50.6,17,33
31,202312180CGY,12/18/2023,FLA,@,CGY,1,3,L,,34,10,24,10,55,32,63.2,35,27,56.5,13,26
32,202312210FLA,12/21/2023,FLA,vs,STL,1,4,L,,38,2,24,2,70,34,67.3,54,31,63.5,35,14
33,202312230FLA,12/23/2023,FLA,vs,VEG,4,2,W,,42,41,25,39,61,31,66.3,41,23,64.1,25,27
34,202312270TBL,12/27/2023,FLA,@,TBL,3,2,W,,31,12,29,12,52,44,54.2,34,35,49.3,22,19
35,202312290FLA,12/29/2023,FLA,vs,NYR,4,3,W,,33,4,34,6,62,52,54.4,39,42,48.1,30,19
36,202312300FLA,12/30/2023,FLA,vs,MTL,4,1,W,,26,9,19,11,52,40,56.5,33,30,52.4,14,24
37,202401020ARI,01/02/2024,FLA,@,ARI,4,1,W,,38,23,22,40,55,39,58.5,41,31,56.9,31,13
38,202401040VEG,01/04/2024,FLA,@,VEG,4,1,W,,36,16,27,16,43,39,52.4,32,30,51.6,29,19
39,202401060COL,01/06/2024,FLA,@,COL,8,4,W,,29,10,26,12,42,27,60.9,27,22,55.1,21,21
40,202401090STL,01/09/2024,FLA,@,STL,5,1,W,,31,12,30,10,33,43,43.4,25,33,43.1,20,22
41,202401110FLA,01/11/2024,FLA,vs,LAK,3,2,W,OT,41,8,33,8,68,54,55.7,50,41,54.9,34,29
42,202401130FLA,01/13/2024,FLA,vs,NJD,1,4,L,,36,4,22,4,68,40,63,48,31,60.8,21,25
43,202401150FLA,01/15/2024,FLA,vs,ANA,4,5,L,OT,33,16,26,14,59,43,57.8,46,34,57.5,31,19
44,202401170FLA,01/17/2024,FLA,vs,DET,2,3,L,OT,34,12,29,10,65,41,61.3,43,31,58.1,27,21
45,202401190FLA,01/19/2024,FLA,vs,MIN,4,6,L,,35,26,26,22,78,24,76.5,48,19,71.6,20,23
46,202401220NSH,01/22/2024,FLA,@,NSH,4,1,W,,38,15,27,13,57,39,59.4,39,26,60,19,26
47,202401240FLA,01/24/2024,FLA,vs,ARI,6,2,W,,42,36,33,30,41,44,48.2,36,37,49.3,27,25
48,202401260PIT,01/26/2024,FLA,@,PIT,3,2,W,SO,31,16,37,6,52,42,55.3,35,28,55.6,25,28
49,202401270NYI,01/27/2024,FLA,@,NYI,3,2,W,OT,37,2,23,8,53,46,53.5,35,38,47.9,29,27
50,202402060FLA,02/06/2024,FLA,vs,PHI,1,2,L,,21,4,25,6,64,54,54.2,41,44,48.2,17,25
51,202402080FLA,02/08/2024,FLA,vs,WSH,4,2,W,,41,8,23,12,71,42,62.8,47,24,66.2,15,22
52,202402100FLA,02/10/2024,FLA,vs,COL,4,0,W,,41,2,34,4,84,51,62.2,60,43,58.3,32,19
53,202402140PIT,02/14/2024,FLA,@,PIT,5,2,W,,23,10,27,6,43,47,47.8,28,33,45.9,20,19
54,202402150BUF,02/15/2024,FLA,@,BUF,4,0,W,,30,14,45,6,49,52,48.5,37,44,45.7,21,26
55,202402170TBL,02/17/2024,FLA,@,TBL,9,2,W,,30,90,30,90,40,53,43,29,40,42,23,18
56,202402200FLA,02/20/2024,FLA,vs,OTT,3,2,W,OT,34,4,30,6,67,42,61.5,41,35,53.9,24,30
57,202402220CAR,02/22/2024,FLA,@,CAR,0,1,L,,45,6,29,6,51,54,48.6,41,37,52.6,23,14
58,202402240FLA,02/24/2024,FLA,vs,WSH,3,2,W,OT,29,15,24,13,52,45,53.6,31,37,45.6,26,19
59,202402270FLA,02/27/2024,FLA,vs,BUF,3,2,W,,37,12,30,14,47,50,48.5,35,40,46.7,36,22
60,202402290FLA,02/29/2024,FLA,vs,MTL,4,3,W,SO,35,10,31,12,58,40,59.2,42,31,57.5,27,19
61,202403020DET,03/02/2024,FLA,@,DET,4,0,W,,37,30,21,40,57,35,62,37,25,59.7,20,18
62,202403040NYR,03/04/2024,FLA,@,NYR,4,2,W,,30,8,28,6,46,39,54.1,34,25,57.6,20,22
63,202403050NJD,03/05/2024,FLA,@,NJD,5,3,W,,31,6,24,4,51,48,51.5,37,32,53.6,31,33
64,202403070FLA,03/07/2024,FLA,vs,PHI,1,2,L,,30,4,26,4,61,56,52.1,34,39,46.6,28,23
65,202403090FLA,03/09/2024,FLA,vs,CGY,5,1,W,,31,12,35,6,64,54,54.2,45,45,50,27,15
66,202403120DAL,03/12/2024,FLA,@,DAL,4,3,W,,30,10,30,8,41,42,49.4,32,33,49.2,22,26
67,202403140CAR,03/14/2024,FLA,@,CAR,0,4,L,,21,18,35,14,29,53,35.4,19,43,30.6,17,21
68,202403160FLA,03/16/2024,FLA,vs,TBL,3,5,L,,50,39,16,28,49,26,65.3,36,21,63.2,24,25
69,202403210FLA,03/21/2024,FLA,vs,NSH,0,3,L,,33,16,37,14,53,55,49.1,40,41,49.4,22,27
70,202403230NYR,03/23/2024,FLA,@,NYR,3,4,L,SO,30,6,37,4,45,53,45.9,34,37,47.9,26,20
71,202403240PHI,03/24/2024,FLA,@,PHI,4,1,W,,15,12,33,6,23,61,27.4,17,41,29.3,20,18
72,202403260FLA,03/26/2024,FLA,vs,BOS,3,4,L,,21,19,21,17,52,28,65,33,20,62.3,20,24
73,202403280FLA,03/28/2024,FLA,vs,NYI,2,3,L,,28,12,24,2,58,29,66.7,34,26,56.7,19,20
74,202403300FLA,03/30/2024,FLA,vs,DET,3,2,W,SO,38,16,22,6,79,31,71.8,54,27,66.7,20,26
75,202404010TOR,04/01/2024,FLA,@,TOR,4,6,L,,30,6,23,8,51,34,60,40,30,57.1,24,23
76,202404020MTL,04/02/2024,FLA,@,MTL,3,5,L,,40,40,38,26,51,50,50.5,37,37,50,26,15
77,202404040OTT,04/04/2024,FLA,@,OTT,6,0,W,,31,14,30,6,52,44,54.2,36,32,52.9,18,19
78,202404060BOS,04/06/2024,FLA,@,BOS,2,3,L,OT,30,14,29,10,57,35,62,34,27,55.7,17,28
79,202404090FLA,04/09/2024,FLA,vs,OTT,2,0,W,,30,16,26,20,33,47,41.3,18,36,33.3,16,17
80,202404110FLA,04/11/2024,FLA,vs,CBJ,4,0,W,,46,2,25,4,72,34,67.9,56,27,67.5,18,24
81,202404130FLA,04/13/2024,FLA,vs,BUF,3,2,W,OT,42,4,29,19,68,30,69.4,46,26,63.9,29,15
82,202404160FLA,04/16/2024,FLA,vs,TOR,5,2,W,,42,14,26,16,36,43,45.6,28,32,46.7,27,20
1,202310110LAK,10/11/2023,LAK,vs,COL,2,5,L,,36,15,37,19,52,46,53.1,36,36,50,22,28
