Game,Date,Game_ID,Team,Location,Opp,G,GA,Result,OT/SO,SOG,PIM,SOGA,PIMA,CF at Even Strength,CA at Even Strength,CF% at Even Strength,FF at Even Strength,FA at Even Strength,FF% at Even Strength,FOW at Even Strength,FOL at Even Strength
75,4/3/2024,202404030TOR,TOR,vs,TBL,1,4,L,,29,13,25,15,53,38,58.20%,37,28,56.90%,25,22
76,4/6/2024,202404060MTL,TOR,@,MTL,4,2,W,,30,9,26,9,55,63,46.60%,40,42,48.80%,27,28
77,4/8/2024,202404080TOR,TOR,vs,PIT,3,2,W,OT,23,10,33,4,51,54,48.60%,33,43,43.40%,22,24
78,4/9/2024,202404090NJD,TOR,@,NJD,5,2,W,,39,4,20,6,63,32,66.30%,42,24,63.60%,17,23
79,4/11/2024,202404110TOR,TOR,vs,NJD,5,6,L,,32,23,20,11,63,39,61.80%,44,24,64.70%,27,19
80,4/13/2024,202404130TOR,TOR,vs,DET,4,5,L,OT,36,6,32,8,51,36,58.60%,33,30,52.40%,21,30
81,4/16/2024,202404160FLA,TOR,@,FLA,2,5,L,,26,16,42,14,44,36,55.00%,32,28,53.30%,20,27
82,4/17/2024,202404170TBL,TOR,@,TBL,4,6,L,,38,10,32,8,54,48,52.90%,40,37,51.90%,19,17
1,10/11/2023,202310110VAN,VAN,vs,EDM,8,1,W,,32,13,27,17,34,38,47.20%,27,30,47.40%,20,25
2,10/14/2023,202310140EDM,VAN,@,EDM,4,3,W,,16,14,40,6,24,60,28.60%,17,42,28.80%,23,23
3,10/17/2023,202310170PHI,VAN,@,PHI,0,2,L,,26,22,42,20,47,48,49.50%,34,39,46.60%,16,17
4,10/19/2023,202310190TBL,VAN,@,TBL,3,4,L,,29,11,36,7,56,38,59.60%,32,29,52.50%,29,24
5,10/21/2023,202310210FLA,VAN,@,FLA,5,3,W,,31,4,36,6,41,59,41.00%,28,46,37.80%,23,22
6,10/24/2023,202310240NSH,VAN,@,NSH,3,2,W,,24,6,18,2,62,31,66.70%,39,21,65.00%,21,22
7,10/27/2023,202310270VAN,VAN,vs,STL,5,0,W,,35,10,22,14,55,26,67.90%,39,24,61.90%,23,17
8,10/28/2023,202310280VAN,VAN,vs,NYR,3,4,L,OT,33,12,24,12,45,28,61.60%,32,20,61.50%,12,23
9,10/31/2023,202310310VAN,VAN,vs,NSH,5,2,W,,27,8,29,6,42,59,41.60%,31,48,39.20%,24,16
10,11/2/2023,202311020SJS,VAN,@,SJS,10,1,W,,33,11,31,15,50,50,50.00%,32,37,46.40%,23,31
11,11/4/2023,202311040VAN,VAN,vs,DAL,2,0,W,,28,11,27,15,35,42,45.50%,27,32,45.80%,22,16
12,11/6/2023,202311060VAN,VAN,vs,EDM,6,2,W,,36,8,43,24,44,61,41.90%,34,46,42.50%,23,34
13,11/9/2023,202311090OTT,VAN,@,OTT,5,2,W,,16,4,30,6,37,47,44.00%,20,33,37.70%,16,23
14,11/11/2023,202311110TOR,VAN,@,TOR,2,5,L,,33,14,22,42,47,39,54.70%,35,30,53.80%,18,17
15,11/12/2023,202311120MTL,VAN,@,MTL,5,2,W,,37,4,32,4,66,54,55.00%,46,37,55.40%,19,16
16,11/15/2023,202311150VAN,VAN,vs,NYI,4,3,W,OT,43,4,33,12,66,49,57.40%,49,36,57.60%,35,23
17,11/16/2023,202311160CGY,VAN,@,CGY,2,5,L,,22,8,39,10,47,75,38.50%,31,55,36.00%,30,28
18,11/18/2023,202311180VAN,VAN,vs,SEA,3,4,L,,24,6,26,4,50,41,54.90%,34,33,50.70%,20,21
19,11/20/2023,202311200VAN,VAN,vs,SJS,3,1,W,,37,17,28,6,59,42,58.40%,43,30,58.90%,20,16
20,11/22/2023,202311220COL,VAN,@,COL,2,5,L,,29,10,25,21,44,48,47.80%,35,27,56.50%,25,20
21,11/24/2023,202311240SEA,VAN,@,SEA,5,1,W,,27,13,24,19,45,50,47.40%,33,31,51.60%,23,22
22,11/25/2023,202311250SJS,VAN,@,SJS,3,4,L,,33,16,22,22,63,44,58.90%,43,29,59.70%,28,30
23,11/28/2023,202311280VAN,VAN,vs,ANA,3,1,W,,27,8,31,10,51,37,58.00%,36,31,53.70%,20,13
24,11/30/2023,202311300VAN,VAN,vs,VEG,1,4,L,,22,6,44,6,46,57,44.70%,32,48,40.00%,15,24
25,12/2/2023,202312020CGY,VAN,@,CGY,4,3,W,,22,10,24,8,38,38,50.00%,29,28,50.90%,27,18
26,12/5/2023,202312050VAN,VAN,vs,NJD,5,6,L,,33,4,32,8,37,46,44.60%,30,33,47.60%,24,30
27,12/7/2023,202312070VAN,VAN,vs,MIN,2,0,W,,17,12,26,14,41,57,41.80%,28,35,44.40%,30,30
28,12/9/2023,202312090VAN,VAN,vs,CAR,4,3,W,,24,10,24,6,27,43,38.60%,23,29,44.20%,22,20
29,12/12/2023,202312120VAN,VAN,vs,TBL,4,1,W,,22,6,29,4,41,51,44.60%,30,35,46.20%,20,22
30,12/14/2023,202312140VAN,VAN,vs,FLA,4,0,W,,18,6,36,6,37,60,38.10%,27,45,37.50%,18,20
31,12/16/2023,202312160MIN,VAN,@,MIN,1,2,L,SO,36,4,31,10,41,45,47.70%,32,35,47.80%,24,25
32,12/17/2023,202312170CHI,VAN,@,CHI,4,3,W,,27,23,28,13,40,37,51.90%,27,29,48.20%,16,14
33,12/19/2023,202312190NSH,VAN,@,NSH,5,2,W,,35,4,28,26,43,49,46.70%,37,32,53.60%,24,20
34,12/21/2023,202312210DAL,VAN,@,DAL,3,4,L,OT,20,6,36,6,46,52,46.90%,33,43,43.40%,25,23
35,12/23/2023,202312230VAN,VAN,vs,SJS,7,4,W,,26,6,25,8,47,31,60.30%,31,24,56.40%,28,22
36,12/28/2023,202312280VAN,VAN,vs,PHI,1,4,L,,27,8,25,8,46,35,56.80%,29,26,52.70%,15,33
37,1/2/2024,202401020VAN,VAN,vs,OTT,6,3,W,,26,2,38,12,58,61,48.70%,37,44,45.70%,25,26
38,1/4/2024,202401040STL,VAN,@,STL,1,2,L,,26,4,32,2,58,51,53.20%,44,41,51.80%,15,27
39,1/6/2024,202401060NJD,VAN,@,NJD,6,4,W,,43,4,25,2,72,39,64.90%,51,28,64.60%,22,32
40,1/8/2024,202401080NYR,VAN,@,NYR,6,3,W,,26,4,42,0,47,56,45.60%,38,46,45.20%,23,31
41,1/9/2024,202401090NYI,VAN,@,NYI,5,2,W,,34,4,20,8,48,32,60.00%,36,24,60.00%,16,23
42,1/11/2024,202401110PIT,VAN,@,PIT,4,3,W,OT,29,8,35,4,45,57,44.10%,37,41,47.40%,22,29
43,1/13/2024,202401130BUF,VAN,@,BUF,1,0,W,,23,15,26,13,42,41,50.60%,28,26,51.90%,24,14
44,1/15/2024,202401150CBJ,VAN,@,CBJ,3,4,L,SO,30,10,43,8,45,55,45.00%,32,47,40.50%,17,16
45,1/18/2024,202401180VAN,VAN,vs,ARI,2,1,W,,26,11,21,17,30,34,46.90%,24,25,49.00%,26,14
46,1/20/2024,202401200VAN,VAN,vs,TOR,6,4,W,,21,18,46,14,40,60,40.00%,29,46,38.70%,14,22
47,1/22/2024,202401220VAN,VAN,vs,CHI,2,0,W,,29,10,31,6,53,37,58.90%,43,28,60.60%,14,15
48,1/24/2024,202401240VAN,VAN,vs,STL,3,4,L,OT,32,6,18,6,64,37,63.40%,43,24,64.20%,20,21
49,1/27/2024,202401270VAN,VAN,vs,CBJ,5,4,W,OT,34,19,29,8,54,37,59.30%,40,26,60.60%,29,12
50,2/6/2024,202402060CAR,VAN,@,CAR,3,2,W,,19,4,24,6,38,59,39.20%,28,40,41.20%,24,23
51,2/8/2024,202402080BOS,VAN,@,BOS,0,4,L,,17,10,24,10,37,33,52.90%,26,28,48.10%,26,16
52,2/10/2024,202402100DET,VAN,@,DET,3,4,L,OT,31,34,28,19,42,37,53.20%,25,25,50.00%,22,17
53,2/11/2024,202402110WSH,VAN,@,WSH,3,2,W,OT,29,4,33,6,53,65,44.90%,32,48,40.00%,20,19
54,2/13/2024,202402130CHI,VAN,@,CHI,4,2,W,,38,13,24,13,53,30,63.90%,43,24,64.20%,16,18
55,2/15/2024,202402150VAN,VAN,vs,DET,4,1,W,,21,12,28,6,44,42,51.20%,30,35,46.20%,25,19
56,2/17/2024,202402170VAN,VAN,vs,WPG,2,4,L,,37,25,28,15,52,33,61.20%,36,27,57.10%,17,23
57,2/19/2024,202402190MIN,VAN,@,MIN,7,10,L,,24,14,27,8,60,45,57.10%,35,29,54.70%,21,18
58,2/20/2024,202402200COL,VAN,@,COL,1,3,L,,25,6,27,4,43,37,53.80%,28,26,51.90%,31,16
59,2/22/2024,202402220SEA,VAN,@,SEA,2,5,L,,21,11,31,13,37,49,43.00%,25,38,39.70%,24,24
60,2/24/2024,202402240VAN,VAN,vs,BOS,3,2,W,OT,39,8,25,4,78,38,67.20%,59,28,67.80%,33,25
61,2/27/2024,202402270VAN,VAN,vs,PIT,3,4,L,OT,35,10,40,8,55,47,53.90%,41,39,51.30%,21,21
62,2/29/2024,202402290VAN,VAN,vs,LAK,1,5,L,,24,6,20,8,54,31,63.50%,33,25,56.90%,23,23
63,3/3/2024,202403030ANA,VAN,@,ANA,2,1,W,,31,2,18,4,55,44,55.60%,36,29,55.40%,22,15
64,3/5/2024,202403050LAK,VAN,@,LAK,2,1,W,OT,31,2,24,4,58,43,57.40%,39,31,55.70%,34,18
65,3/7/2024,202403070VEG,VAN,@,VEG,3,1,W,,35,4,28,8,52,60,46.40%,42,44,48.80%,28,28
66,3/9/2024,202403090VAN,VAN,vs,WPG,5,0,W,,37,2,22,4,54,37,59.30%,46,30,60.50%,31,22
67,3/13/2024,202403130VAN,VAN,vs,COL,3,4,L,OT,21,13,34,11,26,65,28.60%,23,44,34.30%,19,18
68,3/16/2024,202403160VAN,VAN,vs,WSH,1,2,L,,22,2,24,2,64,41,61.00%,37,33,52.90%,29,16
69,3/19/2024,202403190VAN,VAN,vs,BUF,3,2,W,,34,10,17,12,48,46,51.10%,34,27,55.70%,21,18
70,3/21/2024,202403210VAN,VAN,vs,MTL,4,1,W,,25,8,17,10,56,32,63.60%,37,22,62.70%,17,22
71,3/23/2024,202403230VAN,VAN,vs,CGY,4,2,W,,26,4,24,6,47,54,46.50%,39,37,51.30%,28,18
72,3/25/2024,202403250VAN,VAN,vs,LAK,2,3,L,,23,4,19,4,52,32,61.90%,39,26,60.00%,20,19
73,3/28/2024,202403280VAN,VAN,vs,DAL,1,3,L,,28,12,34,8,52,57,47.70%,36,42,46.20%,20,14
74,3/31/2024,202403310VAN,VAN,vs,ANA,3,2,W,,30,8,22,12,50,44,53.20%,36,34,51.40%,29,19
75,4/2/2024,202404020VEG,VAN,@,VEG,3,6,L,,30,21,30,8,50,38,56.80%,31,28,52.50%,27,19
76,4/3/2024,202404030ARI,VAN,@,ARI,2,1,W,,33,11,21,11,59,45,56.70%,49,30,62.00%,30,20
77,4/6/2024,202404060LAK,VAN,@,LAK,3,6,L,,42,18,29,6,61,40,60.40%,39,35,52.70%,17,24
78,4/8/2024,202404080VAN,VAN,vs,VEG,4,3,W,,30,8,23,6,40,45,47.10%,28,28,50.00%,20,20
79,4/10/2024,202404100VAN,VAN,vs,ARI,3,4,L,OT,26,10,18,8,62,30,67.40%,43,25,63.20%,30,10
80,4/13/2024,202404130EDM,VAN,@,EDM,3,1,W,,27,4,33,4,42,58,42.00%,34,39,46.60%,27,22
81,4/16/2024,202404160VAN,VAN,vs,CGY,4,1,W,,31,20,40,20,49,60,45.00%,39,45,46.40%,21,26
82,4/18/2024,202404180WPG,VAN,@,WPG,2,4,L,,20,10,26,8,43,35,55.10%,24,27,47.10%,18,21
1,10/10/2023,202310100VEG,VEG,vs,SEA,4,1,W,,28,21,33,8,44,50,46.80%,32,33,49.20%,18,16
2,10/12/2023,202310120SJS,VEG,@,SJS,4,1,W,,32,9,23,7,54,39,58.10%,35,29,54.70%,22,30
3,10/14/2023,202310140VEG,VEG,vs,ANA,4,1,W,,38,17,23,22,54,41,56.80%,37,31,54.40%,18,23
4,10/17/2023,202310170VEG,VEG,vs,DAL,3,2,W,SO,34,14,26,18,48,52,48.00%,33,34,49.30%,29,32
5,10/19/2023,202310190WPG,VEG,@,WPG,5,3,W,,27,4,39,4,52,62,45.60%,29,49,37.20%,25,18
6,10/21/2023,202310210CHI,VEG,@,CHI,5,3,W,,24,10,24,10,33,33,50.00%,24,21,53.30%,26,19
7,10/24/2023,202310240VEG,VEG,vs,PHI,3,2,W,,29,4,28,6,63,56,52.90%,34,38,47.20%,31,24
8,10/27/2023,202310270VEG,VEG,vs,CHI,3,4,L,OT,21,2,24,8,38,54,41.30%,26,38,40.60%,28,17
9,10/28/2023,202310280LAK,VEG,@,LAK,4,3,W,SO,30,13,40,11,51,66,43.60%,40,48,45.50%,18,25
10,10/30/2023,202310300VEG,VEG,vs,MTL,3,2,W,SO,25,8,39,6,44,53,45.40%,34,43,44.20%,17,29
11,11/2/2023,202311020VEG,VEG,vs,WPG,5,2,W,,26,10,31,10,33,53,38.40%,27,38,41.50%,23,16
12,11/4/2023,202311040VEG,VEG,vs,COL,7,0,W,,34,12,41,14,36,69,34.30%,28,44,38.90%,29,30
13,11/5/2023,202311050ANA,VEG,@,ANA,2,4,L,,32,6,23,10,50,48,51.00%,39,34,53.40%,18,22
14,11/8/2023,202311080VEG,VEG,vs,LAK,1,4,L,,38,8,33,4,61,58,51.30%,44,37,54.30%,28,24
15,11/10/2023,202311100VEG,VEG,vs,SJS,5,0,W,,39,10,20,2,64,35,64.60%,47,23,67.10%,24,28
16,11/14/2023,202311140WSH,VEG,@,WSH,0,3,L,,35,24,31,9,60,43,58.30%,45,36,55.60%,32,12
17,11/16/2023,202311160MTL,VEG,@,MTL,6,5,W,,42,6,28,14,64,37,63.40%,43,28,60.60%,24,24
18,11/18/2023,202311180PHI,VEG,@,PHI,3,4,L,OT,31,23,38,10,57,52,52.30%,32,34,48.50%,20,18
19,11/19/2023,202311190PIT,VEG,@,PIT,0,3,L,,38,4,32,6,63,60,51.20%,49,41,54.40%,23,37
20,11/22/2023,202311220DAL,VEG,@,DAL,2,1,W,OT,26,6,32,8,31,58,34.80%,24,41,36.90%,20,27
21,11/25/2023,202311250VEG,VEG,vs,ARI,0,2,L,,34,6,18,12,47,37,56.00%,34,23,59.60%,23,14
22,11/27/2023,202311270CGY,VEG,@,CGY,1,2,L,OT,28,6,34,6,44,67,39.60%,32,46,41.00%,20,24
23,11/28/2023,202311280EDM,VEG,@,EDM,4,5,L,SO,27,8,34,12,44,54,44.90%,26,36,41.90%,26,28
24,11/30/2023,202311300VAN,VEG,@,VAN,4,1,W,,44,6,22,6,57,45,55.90%,48,32,60.00%,24,15
25,12/2/2023,202312020VEG,VEG,vs,WSH,4,1,W,,36,4,22,10,49,55,47.10%,42,34,55.30%,16,24
26,12/4/2023,202312040VEG,VEG,vs,STL,1,2,L,OT,34,2,27,6,63,61,50.80%,47,39,54.70%,23,25
27,12/6/2023,202312060STL,VEG,@,STL,6,3,W,,49,6,29,16,53,42,55.80%,43,27,61.40%,22,20
28,12/9/2023,202312090DAL,VEG,@,DAL,6,1,W,,27,6,20,4,39,39,50.00%,30,26,53.60%,18,19
29,12/10/2023,202312100VEG,VEG,vs,SJS,5,4,W,SO,27,6,38,8,49,54,47.60%,33,39,45.80%,20,33
30,12/12/2023,202312120VEG,VEG,vs,CGY,5,4,W,OT,39,4,31,8,57,49,53.80%,39,34,53.40%,18,27
31,12/15/2023,202312150VEG,VEG,vs,BUF,2,5,L,,35,2,27,8,63,45,58.30%,45,33,57.70%,20,28
32,12/17/2023,202312170VEG,VEG,vs,OTT,6,3,W,,31,10,25,10,44,43,50.60%,32,29,52.50%,23,14
33,12/19/2023,202312190CAR,VEG,@,CAR,3,6,L,,33,6,39,8,43,61,41.30%,33,49,40.20%,34,26
34,12/21/2023,202312210TBL,VEG,@,TBL,4,5,L,,34,18,36,18,51,60,45.90%,37,38,49.30%,24,21
35,12/23/2023,202312230FLA,VEG,@,FLA,2,4,L,,25,39,42,41,31,61,33.70%,23,41,35.90%,27,25
36,12/27/2023,202312270ANA,VEG,@,ANA,2,5,L,,32,2,26,10,58,42,58.00%,34,34,50.00%,19,16
37,12/28/2023,202312280VEG,VEG,vs,LAK,3,2,W,,32,4,34,0,47,84,35.90%,37,55,40.20%,23,33
38,1/1/2024,202401010SEA,VEG,@,SEA,0,3,L,,35,4,27,2,65,59,52.40%,45,39,53.60%,28,27
39,1/4/2024,202401040VEG,VEG,vs,FLA,1,4,L,,27,16,36,16,39,43,47.60%,30,32,48.40%,19,29
40,1/6/2024,202401060VEG,VEG,vs,NYI,5,2,W,,30,4,29,2,58,50,53.70%,40,34,54.10%,23,27
41,1/10/2024,202401100COL,VEG,@,COL,0,3,L,,25,8,35,8,43,55,43.90%,28,36,43.80%,20,18
42,1/11/2024,202401110VEG,VEG,vs,BOS,2,1,W,OT,25,6,33,10,42,56,42.90%,22,40,35.50%,18,18
43,1/13/2024,202401130VEG,VEG,vs,CGY,1,3,L,,32,4,26,4,78,50,60.90%,52,36,59.10%,28,30
44,1/15/2024,202401150VEG,VEG,vs,NSH,4,1,W,,29,8,35,4,64,61,51.20%,39,43,47.60%,25,16
45,1/18/2024,202401180VEG,VEG,vs,NYR,5,1,W,,26,6,30,6,36,58,38.30%,23,39,37.10%,20,17
46,1/20/2024,202401200VEG,VEG,vs,PIT,3,2,W,,29,2,25,8,48,49,49.50%,38,32,54.30%,23,28
47,1/22/2024,202401220NJD,VEG,@,NJD,5,6,L,OT,32,6,38,2,53,60,46.90%,40,47,46.00%,27,22
48,1/23/2024,202401230NYI,VEG,@,NYI,3,2,W,,27,6,42,6,33,66,33.30%,27,52,34.20%,20,22
49,1/26/2024,202401260NYR,VEG,@,NYR,5,2,W,,20,4,38,4,41,71,36.60%,31,49,38.80%,24,26
50,1/27/2024,202401270DET,VEG,@,DET,2,5,L,,30,4,29,4,42,44,48.80%,33,34,49.30%,23,20
51,2/6/2024,202402060VEG,VEG,vs,EDM,3,1,W,,26,2,31,4,47,72,39.50%,29,47,38.20%,22,26
52,2/8/2024,202402080ARI,VEG,@,ARI,3,2,W,,34,2,22,2,56,64,46.70%,39,44,47.00%,18,26
53,2/12/2024,202402120VEG,VEG,vs,MIN,3,5,L,,30,6,29,10,36,49,42.40%,26,34,43.30%,18,25
54,2/17/2024,202402170VEG,VEG,vs,CAR,1,3,L,,30,0,28,4,54,58,48.20%,40,40,50.00%,29,25
55,2/19/2024,202402190SJS,VEG,@,SJS,4,0,W,,26,2,29,30,48,58,45.30%,31,33,48.40%,18,15
56,2/20/2024,202402200VEG,VEG,vs,NSH,3,5,L,,26,8,40,8,29,65,30.90%,22,49,31.00%,22,25
57,2/22/2024,202402220VEG,VEG,vs,TOR,3,7,L,,26,4,42,2,57,72,44.20%,35,53,39.80%,25,20
58,2/24/2024,202402240OTT,VEG,@,OTT,3,4,L,SO,29,8,33,6,59,62,48.80%,39,44,47.00%,17,27
59,2/27/2024,202402270TOR,VEG,@,TOR,6,2,W,,32,2,30,8,49,63,43.80%,36,41,46.80%,21,24
60,2/29/2024,202402290BOS,VEG,@,BOS,4,5,L,,36,4,32,4,62,53,53.90%,47,35,57.30%,31,26
61,3/2/2024,202403020BUF,VEG,@,BUF,2,7,L,,24,7,35,9,41,77,34.70%,31,51,37.80%,30,26
62,3/4/2024,202403040CBJ,VEG,@,CBJ,3,6,L,,39,4,33,2,65,50,56.50%,50,35,58.80%,32,26
63,3/7/2024,202403070VEG,VEG,vs,VAN,1,3,L,,28,8,35,4,61,52,54.00%,44,42,51.20%,28,28
64,3/9/2024,202403090VEG,VEG,vs,DET,5,3,W,,36,8,26,6,66,43,60.60%,42,28,60.00%,18,25
65,3/12/2024,202403120SEA,VEG,@,SEA,5,4,W,OT,34,4,30,6,64,58,52.50%,41,37,52.60%,24,20
66,3/14/2024,202403140CGY,VEG,@,CGY,1,4,L,,29,4,37,6,52,64,44.80%,28,45,38.40%,27,29
67,3/17/2024,202403170VEG,VEG,vs,NJD,3,1,W,,37,4,21,4,56,51,52.30%,40,32,55.60%,20,26
68,3/19/2024,202403190VEG,VEG,vs,TBL,3,5,L,,27,8,21,6,50,30,62.50%,36,21,63.20%,17,15
69,3/21/2024,202403210VEG,VEG,vs,SEA,3,1,W,,37,6,22,10,50,41,54.90%,42,20,67.70%,24,17
70,3/23/2024,202403230VEG,VEG,vs,CBJ,4,2,W,,47,2,22,4,83,40,67.50%,60,29,67.40%,21,25
71,3/25/2024,202403250STL,VEG,@,STL,2,1,W,OT,34,9,32,9,54,47,53.50%,38,33,53.50%,22,24
72,3/26/2024,202403260NSH,VEG,@,NSH,4,5,L,OT,35,4,35,4,61,60,50.40%,41,44,48.20%,26,23
73,3/28/2024,202403280WPG,VEG,@,WPG,4,1,W,,27,22,40,24,42,58,42.00%,36,43,45.60%,27,22
74,3/30/2024,202403300MIN,VEG,@,MIN,2,1,W,OT,31,15,33,16,52,47,52.50%,32,36,47.10%,17,26
75,4/2/2024,202404020VEG,VEG,vs,VAN,6,3,W,,30,8,30,21,39,50,43.80%,28,31,47.50%,19,27
76,4/5/2024,202404050ARI,VEG,@,ARI,4,7,L,,24,4,32,8,40,58,40.80%,30,39,43.50%,26,28
77,4/8/2024,202404080VAN,VEG,@,VAN,3,4,L,,23,6,30,8,46,39,54.10%,28,28,50.00%,20,20
78,4/10/2024,202404100EDM,VEG,@,EDM,1,5,L,,18,6,25,0,54,51,51.40%,35,38,47.90%,22,23
79,4/12/2024,202404120VEG,VEG,vs,MIN,7,2,W,,30,6,27,8,48,44,52.20%,36,28,56.30%,18,17
80,4/14/2024,202404140VEG,VEG,vs,COL,4,3,W,OT,30,4,24,8,53,39,57.60%,36,30,54.50%,37,13
81,4/16/2024,202404160VEG,VEG,vs,CHI,3,1,W,,37,2,23,2,65,43,60.20%,46,32,59.00%,37,17
82,4/18/2024,202404180VEG,VEG,vs,ANA,1,4,L,,33,2,23,6,54,40,57.40%,35,27,56.50%,23,14
1,10/11/2023,202310110CGY,WPG,@,CGY,3,5,L,,37,6,22,8,61,33,64.90%,38,20,65.50%,22,38
2,10/14/2023,202310140WPG,WPG,vs,FLA,6,4,W,,35,21,33,19,44,35,55.70%,36,27,57.10%,29,21
3,10/17/2023,202310170WPG,WPG,vs,LAK,1,5,L,,27,29,29,17,42,42,50.00%,26,35,42.60%,17,18
4,10/19/2023,202310190WPG,WPG,vs,VEG,3,5,L,,39,4,27,4,64,50,56.10%,49,29,62.80%,18,25
5,10/21/2023,202310210EDM,WPG,@,EDM,3,2,W,OT,27,15,40,17,36,54,40.00%,25,46,35.20%,25,25
6,10/24/2023,202310240WPG,WPG,vs,STL,4,2,W,,30,8,20,6,52,31,62.70%,35,23,60.30%,16,29
7,10/26/2023,202310260DET,WPG,@,DET,4,1,W,,29,4,36,6,44,57,43.60%,32,41,43.80%,23,22
8,10/28/2023,202310280MTL,WPG,@,MTL,3,4,L,SO,45,9,29,13,68,43,61.30%,54,33,62.10%,29,17
9,10/30/2023,202310300WPG,WPG,vs,NYR,2,3,L,OT,29,6,26,6,57,37,60.60%,37,27,57.80%,21,24
10,11/2/2023,202311020VEG,WPG,@,VEG,2,5,L,,31,10,26,10,55,33,62.50%,38,27,58.50%,16,23
11,11/4/2023,202311040ARI,WPG,@,ARI,5,3,W,,27,6,25,6,56,36,60.90%,35,26,57.40%,22,18
12,11/7/2023,202311070STL,WPG,@,STL,5,2,W,,37,4,22,8,54,36,60.00%,43,29,59.70%,24,22
13,11/9/2023,202311090WPG,WPG,vs,NSH,6,3,W,,37,20,23,28,41,36,53.20%,29,27,51.80%,18,25
14,11/11/2023,202311110WPG,WPG,vs,DAL,2,3,L,,33,8,29,6,52,37,58.40%,35,26,57.40%,19,33
15,11/14/2023,202311140WPG,WPG,vs,NJD,6,3,W,,31,19,34,17,40,54,42.60%,32,38,45.70%,23,23
16,11/17/2023,202311170WPG,WPG,vs,BUF,3,2,W,,18,4,28,8,34,55,38.20%,24,39,38.10%,20,18
17,11/18/2023,202311180WPG,WPG,vs,ARI,5,2,W,,26,9,18,7,39,41,48.80%,33,25,56.90%,27,28
18,11/22/2023,202311220TBL,WPG,@,TBL,3,2,W,OT,32,2,33,4,47,67,41.20%,36,46,43.90%,18,20
19,11/24/2023,202311240FLA,WPG,@,FLA,3,0,W,,31,15,33,25,48,59,44.90%,40,38,51.30%,19,29
20,11/26/2023,202311260NSH,WPG,@,NSH,2,3,L,,34,4,26,4,53,45,54.10%,39,35,52.70%,33,31
21,11/28/2023,202311280WPG,WPG,vs,DAL,0,2,L,,27,4,21,8,44,44,50.00%,31,30,50.80%,18,18
22,11/30/2023,202311300WPG,WPG,vs,EDM,1,3,L,,26,4,39,6,33,71,31.70%,26,54,32.50%,13,41
23,12/2/2023,202312020WPG,WPG,vs,CHI,3,1,W,,28,4,21,8,56,41,57.70%,40,29,58.00%,23,19
24,12/4/2023,202312040WPG,WPG,vs,CAR,2,1,W,,22,6,43,2,42,74,36.20%,31,59,34.40%,22,23
25,12/7/2023,202312070COL,WPG,@,COL,4,2,W,,28,8,34,2,50,47,51.50%,37,39,48.70%,18,19
26,12/10/2023,202312100ANA,WPG,@,ANA,4,2,W,,31,9,26,28,44,41,51.80%,33,30,52.40%,22,19
27,12/12/2023,202312120SJS,WPG,@,SJS,1,2,L,,37,6,32,10,56,45,55.40%,42,38,52.50%,23,21
28,12/13/2023,202312130LAK,WPG,@,LAK,5,2,W,,29,8,34,4,48,55,46.60%,42,36,53.80%,13,26
29,12/16/2023,202312160WPG,WPG,vs,COL,6,2,W,,25,8,32,4,50,41,54.90%,35,28,55.60%,15,25
30,12/18/2023,202312180WPG,WPG,vs,MTL,2,3,L,OT,32,8,26,6,65,37,63.70%,42,27,60.90%,20,21
31,12/20/2023,202312200WPG,WPG,vs,DET,5,2,W,,41,4,28,0,66,58,53.20%,55,39,58.50%,34,24
32,12/22/2023,202312220WPG,WPG,vs,BOS,5,1,W,,33,4,25,6,57,50,53.30%,37,39,48.70%,33,26
33,12/27/2023,202312270CHI,WPG,@,CHI,1,2,L,OT,38,4,25,8,79,40,66.40%,58,29,66.70%,20,24
34,12/30/2023,202312300WPG,WPG,vs,MIN,4,2,W,,32,17,36,15,46,40,53.50%,34,27,55.70%,20,15
35,12/31/2023,202312310MIN,WPG,@,MIN,3,2,W,,29,7,26,11,49,58,45.80%,32,32,50.00%,19,29
36,1/2/2024,202401020WPG,WPG,vs,TBL,4,2,W,,28,6,34,6,45,59,43.30%,34,42,44.70%,16,20
37,1/4/2024,202401040SJS,WPG,@,SJS,2,1,W,,30,4,28,2,60,48,55.60%,39,35,52.70%,13,28
38,1/5/2024,202401050ANA,WPG,@,ANA,3,1,W,,27,6,38,4,56,67,45.50%,38,51,42.70%,21,30
39,1/7/2024,202401070ARI,WPG,@,ARI,6,2,W,,36,9,17,13,56,41,57.70%,41,30,57.70%,28,22
40,1/9/2024,202401090WPG,WPG,vs,CBJ,5,0,W,,23,8,29,8,53,53,50.00%,32,35,47.80%,23,20
41,1/11/2024,202401110WPG,WPG,vs,CHI,2,1,W,,28,4,21,8,59,44,57.30%,37,25,59.70%,17,19
42,1/13/2024,202401130WPG,WPG,vs,PHI,0,2,L,,35,4,36,6,72,54,57.10%,52,45,53.60%,23,29
43,1/16/2024,202401160WPG,WPG,vs,NYI,4,2,W,,44,4,37,10,51,54,48.60%,43,43,50.00%,25,21
44,1/20/2024,202401200OTT,WPG,@,OTT,2,1,W,OT,29,13,35,13,43,49,46.70%,30,37,44.80%,20,18
45,1/22/2024,202401220BOS,WPG,@,BOS,1,4,L,,21,6,21,6,42,36,53.80%,31,28,52.50%,21,20
